path,current_dwt,inferred_language,confidence,target_template,page_type,notes
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 11.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Pirkei Masechet Trumot.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Seder Zraim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/mishnah-data.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/mishnah-pdf.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/mishnah-search.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah/Mesechet Bechorot.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Brachot.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Chalah.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Damai.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Kelaim.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Maaser Sheni.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Maasrot.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Orlah.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Peah.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Shviit.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/Mesechet Trumote.htm,hebrew.dwt,he,high,Hebrew-HE,,
Mishnah/TheMishnah.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Chapter Five.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Chapter Four.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Chapter One.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Chapter Seven.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Chapter Six.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Chapter Three.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/The Ways of Holiness Links.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/Leviticus The Ways of Holiness/TheBook.htm,English.dwt,en,high,English-EN,torah-article,
Torah-New/English/Articles/The Creation Weave.htm,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-article,
Torah-New/English/Articles/The Decalogue.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-article,
Torah-New/English/Articles/The Literary Structure of Leviticus.htm,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-article,
Torah-New/English/Articles/The Stone Tablets of Leviticus 19.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-article,
Torah-New/English/Articles/The Torah - A Handbook of Prophecy.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-article,
Torah-New/English/Articles/Towards a Hermeneutic of the Non-Linear.htm,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-article,
Torah-New/English/Text/Leviticus/22 Units of Leviticus.html,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit I.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit III.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit IV.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit V.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit VII.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit X.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XII.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XIII.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XIX.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XVI.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XVIII.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XXI.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Leviticus Unit XXII.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Leviticus/Links to the 22 Units of Leviticus.htm,English.dwt,en,high,English-EN,torah-text,
Torah-New/English/Text/Torah-pdf.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-text,
Torah-New/English/Torah Portal.htm,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
Torah-New/Hebrew/Hebrew Torah Portal.htm,hebrew.dwt,he,high,Hebrew-HE,,
Torah-New/Hebrew/Text/The Five Books of the Torah.htm,hebrew.dwt,he,high,Hebrew-HE,torah-text,
about-Moshe-Kline.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,site-root,
index.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,site-root,
torah-commentary-project/Commentaries/Deuteronomy/deuteronomy-unit-3.html,English.dwt,en,high,English-EN,,
torah-commentary-project/Commentaries/Deuteronomy/index.html,English.dwt,en,high,English-EN,,
torah-commentary-project/Commentaries/Deuteronomy/test.html,English.dwt,en,high,English-EN,,
torah-commentary-project/Commentaries/Genesis/Units/genesis-unit-2.html,English.dwt,en,high,English-EN,,
torah-commentary-project/Commentaries/index.html,English.dwt,en,high,English-EN,,
torah-commentary-project/Commentaries/maps with commentary.html,English.dwt,en,high,English-EN,,
torah-commentary-project/Commentaries/test2.html,English.dwt,en,high,English-EN,,
torah-weave/Admin/Assets/english-color-code.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Admin/Assets/hebrew-color-code.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,,
torah-weave/Admin/DWT-test_1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Admin/Unit Commentary Template.html,English.dwt,en,high,English-EN,,
torah-weave/Commentary/Commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-map/deuteronomy-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-map,
torah-weave/Deuteronomy/deuteronomy-unit-1/deuteronomy-unit-1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-10/deuteronomy-unit-10.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-11/deuteronomy-unit-11.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-12/deuteronomy-unit-12.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-13/deuteronomy-unit-13.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-2/deuteronomy-unit-2.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-3/deuteronomy-unit-3.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-4/deuteronomy-unit-4.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-5/deuteronomy-unit-5.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-6/deuteronomy-unit-6.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-7/deuteronomy-unit-7.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-abreviated-version.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-appendix-a.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-appendix-b.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-architecture.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-five-pairs.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-implications.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-overview.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-overview,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8-commentary-reconstructing.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Deuteronomy/deuteronomy-unit-8/deuteronomy-unit-8.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/deuteronomy-unit-9/deuteronomy-unit-9.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-1/hebrew-deuteronomy-unit-1.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-10/hebrew-deuteronomy-unit-10.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-11/hebrew-deuteronomy-unit-11.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-12/hebrew-deuteronomy-unit-12.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-13/hebrew-deuteronomy-unit-13.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-2/hebrew-deuteronomy-unit-2.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-3/hebrew-deuteronomy-unit-3.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-4/hebrew-deuteronomy-unit-4.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-5/hebrew-deuteronomy-unit-5.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-6/hebrew-deuteronomy-unit-6.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-7/hebrew-deuteronomy-unit-7.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-8/hebrew-deuteronomy-unit-8.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Deuteronomy/hebrew-deuteronomy-unit-9/hebrew-deuteronomy-unit-9.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/exodus-map/exodus-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-map,
torah-weave/Exodus/exodus-unit-1/exodus-unit-1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-10/exodus-unit-10.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-11/exodus-unit-11.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-12/exodus-unit-12.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-13/exodus-unit-13.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-14/exodus-unit-14.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-15/exodus-unit-15.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-16/exodus-unit-16.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-17/exodus-unit-17.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-18/exodus-unit-18.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-19/exodus-unit-19.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-2/exodus-unit-2.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-3/exodus-unit-3.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-4/exodus-unit-4.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-5/exodus-unit-5.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-6/exodus-unit-6.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-7/exodus-unit-7.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-8/exodus-unit-8.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/exodus-unit-9/exodus-unit-9.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Exodus/hebrew-exodus-unit-1/hebrew-exodus-unit-1.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-10/hebrew-exodus-unit-10.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-11/hebrew-exodus-unit-11.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-12/hebrew-exodus-unit-12.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-13/hebrew-exodus-unit-13.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-14/hebrew-exodus-unit-14.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-15/hebrew-exodus-unit-15.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-16/hebrew-exodus-unit-16.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-17/hebrew-exodus-unit-17.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-18/hebrew-exodus-unit-18.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-19/hebrew-exodus-unit-19.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-2/hebrew-exodus-unit-2.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-3/hebrew-exodus-unit-3.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-4/hebrew-exodus-unit-4.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-5/hebrew-exodus-unit-5.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-6/hebrew-exodus-unit-6.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-7/hebrew-exodus-unit-7.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-8/hebrew-exodus-unit-8.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Exodus/hebrew-exodus-unit-9/hebrew-exodus-unit-9.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/genesis-analysis/The Structure of Genesis (short form).html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/The Structure of Genesis from Gemini.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/The Structure of Genesis.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/The Structure of Genesis1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/architecture-and-meaning-in-genesis.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/overview.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/the-hidden-warp.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/the-map-of-genesis.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/the-three-rows.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-analysis/units-of-genesis.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Genesis/genesis-map/genesis-map-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-map,
torah-weave/Genesis/genesis-map/genesis-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-map,
torah-weave/Genesis/genesis-unit-1/genesis-unit-1-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-1/genesis-unit-1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-10/genesis-unit-10-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-10/genesis-unit-10.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-11/genesis-unit-11-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-11/genesis-unit-11.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-12/genesis-unit-12-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-12/genesis-unit-12.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-13/genesis-unit-13-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-13/genesis-unit-13.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-14/genesis-unit-14-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-14/genesis-unit-14.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-15/genesis-unit-15-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-15/genesis-unit-15.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-16/genesis-unit-16-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-16/genesis-unit-16.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-17/genesis-unit-17-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-17/genesis-unit-17.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-18/genesis-unit-18-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-18/genesis-unit-18.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-19/genesis-unit-19-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-19/genesis-unit-19.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-2/genesis-unit-2-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-2/genesis-unit-2.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-3/genesis-unit-3-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-3/genesis-unit-3.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-4/genesis-unit-4-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-4/genesis-unit-4.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-5/genesis-unit-5-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-5/genesis-unit-5.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-6/genesis-unit-6-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-6/genesis-unit-6.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-7/genesis-unit-7-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-7/genesis-unit-7.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-8/genesis-unit-8-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-8/genesis-unit-8.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/genesis-unit-9/Akedah divine names essay.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Genesis/genesis-unit-9/Akedah-divine-names-essay.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/Genesis/genesis-unit-9/genesis-unit-9-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Genesis/genesis-unit-9/genesis-unit-9.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Genesis/hebrew-genesis-unit-1/hebrew-genesis-unit-1.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-1/test.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-hebrew,
